lemma,A1,A2,A3,A4,A1&A2,State,Polarity,Effect
сокрушать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, pos, 0.7)', '(author, pos, 0.6)']","['(A1, +, 1)', '(A2, -, 1)']"
сокрушить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, pos, 0.7)', '(author, pos, 0.6)']","['(A1, +, 1)', '(A2, -, 1)']"
солгать,(NOUN Case=Nom),(NOUN Case=Dat),(N Case=Loc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
солидарность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),(NOUN Case=Loc) (NOUN Case=Gen),,,"(A2, pos, 1)","['(A1, A2, pos,1 )', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
сомневаться,(NOUN Case=Nom),(NOUN Case=Loc) (Что+Clause),,,,"(A1, neg, 1)","(A1, A2, neg, 0.7)","(A2, -, 1)  - "
сообщник,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc) (NOUN Case=Dat),,,,,"['(A0, A1, pos, 0.7)', '(A0, A2, pos, 0.7)', '(A1, A0, pos, 0.7)', '(A1, A2, pos, 0.7)', '(author, A0, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, +, 1)']"
сообщница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc) (NOUN Case=Dat),,,,,"['(A0, A1, pos, 0.7)', '(A0, A2, pos, 0.7)', '(A1, A0, pos, 0.7)', '(A1, A2, pos, 0.7)', '(author, A0, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, +, 1)']"
сопротивление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),,,,"['(A1, neg, 0.7)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A1, -, 0.7)', '(A2, -, 1)']"
сопротивляться,(NOUN Case=Nom),(NOUN Case=Dat),,,,"['(A1, neg, 0.7)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A1, -, 0.7)', '(A2, -, 1)']"
соскучиться,(NOUN Case=Nom),(NOUN Case=Dat),,,,"(A1, neg, 1)","['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)']","(A1, -, 1)"
сосуществование,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (NOUN Case=Gen Plural) (NOUN Case=Gen и Case=Gen)']",(NOUN Case=Ins),,,,"['(A1, pos, 0.7)', '(A2, pos, 0.7)']","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)']","['(A1, +, 0.7)', '(A2, +, 0.7)']"
сосуществовать,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),,,,"['(A1, pos, 0.7)', '(A2, pos, 0.7)']","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)']","['(A1, +, 0.7)', '(A2, +, 0.7)']"
сотрудничать,(NOUN Case=Nom),(NOUN Case=Ins),(NOUN Case=Loc),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)', '(A3, +, 1)']"
сотрудничество,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),(NOUN Case=Loc),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)', '(A3, +, 1)']"
сочувствие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN по отношению Case=Dat),(NOUN Case=Loc),,,"(A2, neg, 0.7)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)', '(A2, A3, neg, 1)', '(author, A1, pos, 1)', '(author, A2, pos, 1)', '(author, A3, neg, 1)']","['(A2, +, 1)', '(A3, -, 1)']"
сочувствовать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Loc),,,"(A2, neg, 0.7)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)', '(A2, A3, neg, 1)', '(author, A1, pos, 1)', '(author, A2, pos, 1)', '(author, A3, neg, 1)']","['(A2, +, 1)', '(A3, -, 1)']"
союзник,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Dat),,,,,"['(A1, pos, 1)', '(A0, pos, 1)']","['(A1, A0, pos, 1)', '(A0, A1, pos, 1)', '(author, A1, pos, 0.7)', '(author, A0, pos, 0.7)']","['(A1, +, 1)', '(A0, +, 1)']"
спад,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,"(A1, -, 1)"
спасать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, neg, 0.7)']","['(A2, +, 1)', '(A3, -, 1)']"
спасаться,(NOUN Case=Nom),(NOUN Case=Gen),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
спасение,(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, neg, 0.7)']","['(A2, +, 1)', '(A3, -, 1)']"
спаситель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen),,,,"['(A0, pos, 1)', '(A1, pos, 1)', '(A2, neg, 1)']","['(A0, A1, pos, 1)', '(A0, A2, neg, 1)', '(A1, A0, pos, 1)', '(A1, A2, neg, 1)', '(A2, A0, neg, 1)', '(A2, A1, neg, 1)', '(author, A0, pos, 0.7)', '(author, A1, pos, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
спасительница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen),,,,"['(A0, pos, 1)', '(A1, pos, 1)', '(A2, neg, 1)']","['(A0, A1, pos, 1)', '(A0, A2, neg, 1)', '(A1, A0, pos, 1)', '(A1, A2, neg, 1)', '(A2, A0, neg, 1)', '(A2, A1, neg, 1)', '(author, A0, pos, 0.7)', '(author, A1, pos, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
спасти,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, neg, 0.7)']","['(A2, +, 1)', '(A3, -, 1)']"
спастись,(NOUN Case=Nom),(NOUN Case=Gen),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
спекулирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
спекулировать,(NOUN Case=Nom),(NOUN Case=Ins),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
спекуляция,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
сплачивать,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Acc и NOUN Case=Acc) (NOUN Case=Acc Plural)']",(NOUN Case=Ins),,,"['(A2, pos, 1)', '(A3, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)', '(A3, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 1)', '(author, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
сплотить,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Acc и NOUN Case=Acc) (NOUN Case=Acc Plural)']",(NOUN Case=Ins),,,"['(A2, pos, 1)', '(A3, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)', '(A3, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 1)', '(author, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
спокойствие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, pos, 1)",,
спонсирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)']","(A2, +, 1)"
спонсировать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Dat),,,"['(A2, pos, 1)', '(A3, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A3, A1, pos, 0.7)', '(A3, A2, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
спор,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и Case=Gen) (NOUN Case=Gen Plural)']",(NOUN Case=Ins),(N Case=Loc) (NOUN Case=Gen),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, -, 0.7)', '(A2, -, 0.7)', '(A3, +, 1)']"
спорить,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(N Case=Loc) (NOUN Case=Gen),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, -, 0.7)', '(A2, -, 0.7)', '(A3, +, 1)']"
спугивать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)']","(A2, -, 1)"
спугнуть,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)']","(A2, -, 1)"
сражать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
сражаться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(NOUN Case=Acc),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, -, 0.7)', '(A2, -, 0.7)']"
сражение,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (NOUN Case=Gen Plural) (NOUN Case=Gen и Case=Gen)']",(NOUN Case=Ins),(NOUN Case=Acc),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, -, 0.7)', '(A2, -, 0.7)']"
сразить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
сразиться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(NOUN Case=Acc),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, -, 0.7)', '(A2, -, 0.7)']"
срыв,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,,"['(A2, A1, neg, 1)', '(author, A2, neg, 1)']","(A1, -, 1)"
ссора,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и NOUN Case=Gen) (NOUN Case=Gen Plural) (NOUN Case=Gen и Case=Gen)']",(NOUN Case=Ins),(NOUN из-за Case=Gen) (NOUN Case=Gen),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)']","['(A1, -, 1)', '(A2, -, 1)']"
ссорить,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3: (NOUN Case=Acc и NOUN Case=Acc) (NOUN Case=Acc Plural)']",(NOUN Case=Ins),,,"['(A2, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
ссориться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(NOUN из-за Case=Gen) (NOUN Case=Gen),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)']","['(A1, -, 1)', '(A2, -, 1)']"
стеснительность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,"(A1, neg, 1) ",,
стесняться,(NOUN Case=Nom) ,(NOUN Case=Acc) (NOUN Case=Gen) (Что+Clause) (VERB VerbForm=Inf) ,,,,"['(A1, neg, 1) ', '(A2, neg, 1) ']","['(A1, A2, neg, 1) ', '(A2, A1, neg, 0.7) ']","['(A1, -, 1) ', '(A2, -, 1) ']"
столкновение,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN между Case=Ins и Case=Ins)']",(N + Case=Ins),(NOUN Case=Acc),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)']"
стравить,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3 (NOUN Case=Acc и NOUN Case=Acc)']",(NOUN Case=Ins),,,"['(A2, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 0.7)', '(author, A3, neg, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
стравливать,(NOUN Case=Nom),"['(NOUN Case=Acc)', 'A3 (NOUN Case=Acc и NOUN Case=Acc)']",(NOUN Case=Ins),,,"['(A2, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 0.7)', '(author, A3, neg, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
страх,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (NOUN Case=Ins) (NOUN Case=Gen) (Что+Clause) (VERB VerbForm=Inf),(NOUN Case=Acc),,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(A1, A3, pos, 1)']",
стресс,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
стычка,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN между Case=Ins и Case=Ins) (NOUN Case=Gen и NOUN Case=Gen)']",(N + Case=Ins),(NOUN Case=Acc),,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(A1, A3, pos, 1)', '(A2, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)']"
сумасшествие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)",
сфальсифицировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(Author, A1, neg, 1)', '(Author, A2, pos, 0.7)']","(A2, -, 1)"
сфолить,(NOUN Case=Nom) ,(NOUN Case=Loc) ,,,,,"['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(author, A1, neg, 1) ', '(author, A2, pos, 0.7) ']","['(A1, -, 1) ', '(A2, -, 1) ']"
терпение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN по отношению Case=Dat) ,,,,"(A1, neg, 0.7) ","['(A1, A2, pos, 0.7) ', '(author, A1, pos, 0.7) ']","(A2, pos, 1) "
террор,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN по отношению Case=Dat) (NOUN в Case=Gen),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
терроризирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
терроризировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
терроризовать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
теснить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
торможение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
тормозить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
травить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
травиться,(NOUN Case=Nom),(NOUN Case=Ins),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
травма,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, pos, 0.7)",
травмирование,(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ,,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
травмировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
травмироваться,(NOUN Case=Nom),(NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 0.7)']","(A1, -, 1)"
триумф,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, pos, 1)",,"(A1, +, 1)"
убедить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc) (Что+Clause),,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
убеждать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc) (Что+Clause),,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
убивать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
убийство,(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
убийца,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 0.7)']","(A1, -, 1)"
убить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
убыток,(NOUN Case=Gen) (PRON Poss=Yes/Ajective) (NOUN Case=Dat),(NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A2, neg, 0.7)']","(A1, -,1)"
уважать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)']","(A2, +, 1)"
уважение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","(A2, +, 1)"
уверить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc) (Что+Clause),,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
уверять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Loc) (Что+Clause),,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A1, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
увлекательность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Gen) ,,,,"(A2, pos, 1) ","['(A2, A1, pos, 1) ', '(author, A1, pos, 1) ', '(author, A2, pos, 0.7) ']","(A1, +, 1) "
увлекаться,(NOUN Case=Nom) ,(NOUN Case=Ins) ,,,,"(A1, pos, 1) ","['(A1, A2, pos, 1) ', '(A2, A1, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A2, pos, 0.7) ']","['(A1, +, 1) ', '(A2, +, 1) ']"
увлечение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Ins) ,,,,"(A1, pos, 1) ","['(A1, A2, pos, 1) ', '(A2, A1, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A2, pos, 0.7) ']","['(A1, +, 1) ', '(A2, +, 1) ']"
увлеченность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Ins) ,,,,"(A1, pos, 1) ","['(A1, A2, pos, 1) ', '(A2, A1, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A2, pos, 0.7) ']","['(A1, +, 1) ', '(A2, +, 1) ']"
увлечься,(NOUN Case=Nom) ,(NOUN Case=Ins) ,,,,"(A1, pos, 1) ","['(A1, A2, pos, 1) ', '(A2, A1, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A2, pos, 0.7) ']","['(A1, +, 1) ', '(A2, +, 1) ']"
угнать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A2, pos, 1)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
угодить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Loc) (Что+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +,1)']"
